Domain	Supergroup	Division	Class	Order	Family	Genus	Last	Size.min	Size.max	Cover	Shape	Spicule	Symmetry	Polarity	Colony	Motility	Plast	Ingestion.mode	Biotic.interaction	Resting.stage	Suspected.trophism	Source.1	Source.2	Source.3	Source.4	IN.OUT
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Neoscytalidium	Neoscytalidium	5	11	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Nouri MT., Lawrence DP., Yaghmour MA., Michailides TJ., Trouillas FP. : Neoscytalidium dimidiatum Causing Canker, Shoot Blight and Fruit Rot of Almond in California, Plant Disease, 2018, 102(8), 1638-1647, doi: 10.1094/pdis-12-17-1967-re"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Teratosphaeria	Teratosphaeria	5	16	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Hunter GC., Crous PW., Carnegie AJ., Wingfield MJ. : Teratosphaeria nubilosa , a serious leaf disease pathogen of Eucalyptus spp. in native and introduced areas, Molecular Plant Pathology, 2009, 10(1), 1-14, doi: 10.1111/j.1364-3703.2008.00516.x"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	NA	Dothideomycetes	NA	NA	Organic	NA	No spicule	NA	NA	Filamentous	NA	NA	NA	NA	NA	Saprotroph	"Jones E. B. G. and Ka-Lai P. : Marine Fungi, and Fungal-like Organisms, Berlin, Boston: De Gruyter, 2012, doi: 10.1515/9783110264067"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Aspergillus	Aspergillus	3	9	Organic	Round	No spicule	Spherical	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Diba K., Rezaie S. and Mahmoudi M. : Identification of Aspergillus Species Using Morphological Characteristics, Public Health, 2007, 23(6), 867-872"	"Klich M. A. and Pitt J. I. : Differentiation of Aspergillus flavus from A. parasiticus and other closely related species, Trans. Br. Mycol. Soc., 1988, 91(1), 99-108, doi: 10.1016/S0007-1536(88)80010-X"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriales	Chaetothyriales	9	37	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Liu X., Udayanga D., Luo Z., Chen L., Zhou D., Su H., Hyde K. : Backbone tree for Chaetothyriales with four new species of Minimelanolocus from aquatic habitats, Fungal Biology, 2015, 119(11), 1046-1062, doi: 10.1016/j.funbio.2015.08.005"	"Najafzadeh M., Vicente V., Sun J., Meis J., De Hoog G. : Fonsecaea multimorphosa sp. nov, a new species of Chaetothyriales isolated from a feline cerebral abscess, Fungal Biology, 2011, 115(10), 1066-1076, doi: 10.1016/j.funbio.2011.06.007"	"Teixeira M., Moreno L., Stielow B., Muszewska A., Hainaut M., Gonzaga L., Abouelleil A., Patané J., Priest M., Souza R., Young S., Ferreira K., Zeng Q., Da Cunha M., Gladki A., Barker B., Vicente V., De Souza E., Almeida S., Henrissat B., Vasconcelos A., Deng S., Voglmayr H., Moussa T., Gorbushina A., Felipe M., Cuomo C., De Hoog G. : Exploring the genomic diversity of black yeasts and relatives (Chaetothyriales,Ascomycota), Studies in Mycology, 2017, 86(1), 1-28, doi: 10.1016/j.simyco.2017.01.001"	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Coniosporium	Coniosporium	3	5	Organic	Round	No spicule	Spherical	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Li D., De Hoog G., Saunte D., Van Den Ende A., Chen X. : Coniosporium epidermidis sp. nov., a new species from human skin, Studies in Mycology, 2008, 61, 131-136, doi: 10.3114/sim.2008.61.13"	"Sterflinger K., De Baere R., De Hoog G., De Wachter R., Krumbein W., Haase G. : [], Antonie van Leeuwenhoek, 1997, 72(4), 349-363, doi: 10.1023/a:1000570429688"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Cyphellophora	Cyphellophora	10	45	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Rajandran S., Razali K., Mustapha M., Palaniappan P., Amran F. : Cyphellophora sp. Isolated from a Corneal Ulcer in the Human Eye, Case Reports in Ophthalmological Medicine, 2020, 2020, 1-3, doi: 10.1155/2020/5861258"	"Gao L., Ma Y., Zhao W., Wei Z., Gleason M., Chen H., Hao L., Sun G., Zhang R. : Three New Species of Cyphellophora (Chaetothyriales) Associated with Sooty Blotch and Flyspeck, PLOS ONE, 2015, 10(9), e0136857, doi: 10.1371/journal.pone.0136857"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Exophiala	Exophiala	3	10	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Parasite	Resting stage	Saprotroph	"Kirchhoff L., Olsowski M., Rath P., Steinmann J. : Exophiala dermatitidis: Key issues of an opportunistic fungal pathogen, Virulence, 2019, 10(1), 984-998, doi: 10.1080/21505594.2019.1596504"	"De Hoog G., Zeng J., Harrak M., Sutton D. : Exophiala xenobiotica sp. nov., an opportunistic black yeast inhabiting environments rich in hydrocarbons, Antonie van Leeuwenhoek, 2006, 90(3), 257-268, doi: 10.1007/s10482-006-9080-z"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Knufia	Knufia	3	14	Organic	Round	No spicule	Spherical	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Martin-Gomez M., Valenzuela-Lopez N., Cano-Lira J. : Knufia epidermidis: a rare finding in a paediatric dermatological sample, Clinical Microbiology and Infection, 2019, 25(1), 65-66, doi: 10.1016/j.cmi.2018.08.006"	"Mehrabi M., Asgari B., Hemmati R. : Knufia perfecta, a new black yeast from Iran, and a key to Knufia species, Nova Hedwigia, 2018, 106(3-4), 519-534, doi: 10.1127/nova_hedwigia/2017/0450"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium	2	10	Organic	Round	No spicule	Spherical	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Jurick W., Peng H., Beard H., Garrett W., Lichtner F., Luciano-Rosario D., Macarisin O., Liu Y., Peter K., Gaskins V., Yang T., Mowery J., Bauchan G., Keller N., Cooper B. : Blistering1 Modulates Penicillium expansum Virulence Via Vesicle-mediated Protein Secretion, Molecular &amp; Cellular Proteomics, 2020, 19(2), 344-361, doi: 10.1074/mcp.ra119.001831"	"Park M., Oh S., Fong J., Houbraken J., Lim Y. : The diversity and ecological roles of Penicillium in intertidal zones, Scientific Reports, 2019, 9(1), doi: 10.1038/s41598-019-49966-5"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	NA	Eurotiomycetes	NA	NA	Organic	NA	No spicule	NA	NA	Filamentous	NA	No plast	NA	NA	Resting stage	Saprotroph	"Jones E. B. G. and Ka-Lai P. : Marine Fungi, and Fungal-like Organisms, Berlin, Boston: De Gruyter, 2012, doi: 10.1515/9783110264067"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Acarospora	Acarospora	2	5	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Purvis O. : Adaptation and interaction of saxicolous crustose lichens with metals, Botanical Studies, 2014, 55(1), doi: 10.1186/1999-3110-55-23"	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	"Knudsen K., Kocourková J. : Acarospora mayrhoferi(Acarosporaceae), a New Species from the European Alps (Italian Part) and the French Massif Central, Herzogia, 2018, 31(p1), 510-517, doi: 10.13158/heia.31.1.2018.510"	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Amandinea	Amandinea	12	15	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Sheard J., May P. : A Synopsis of the Species of Amandinea (Lichenized Ascomycetes, Physciaceae) as Presently Known in North America, The Bryologist, 1997, 100(2), 159, doi: 10.2307/3244044"	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	"Sussey J. M. : Les fiches du débutant (12e série), Bull. Ass. Fr. Lichénologie, 2010, 35, 27"	https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_A/Amandinea_punctata.htm	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Candelariella	Candelariella	5	17	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Liu D., Wang L., Wang X., Hur J. : Two New Species of the Genus Candelariella from China and Korea, Mycobiology, 2019, 47(1), 40-49, doi: 10.1080/12298093.2019.1583785"	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_C/Textes_C2/Candelariella_reflexa.htm	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Hypogymnia	Hypogymnia	6	9	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Wang Y., Zheng Y., Wang X., Wei X., Wei J. : Lichen-Associated Fungal Community in Hypogymnia hypotrypa (Parmeliaceae, Ascomycota) Affected by Geographic Distribution and Altitude, Frontiers in Microbiology, 2016, 7, doi: 10.3389/fmicb.2016.01231"	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_H/Hypogymnia_physodes.htm	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Ochrolechia	Ochrolechia	45	65	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_O/Ochrolechia_parella.htm	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Parmotrema	Parmotrema	13	15	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	"Spielmann A., Marcelli M. : Parmotrema s.l. (Parmeliaceae, lichenized Ascomycota) from Serra Geral slopes in central Rio Grande do Sul state, Brazil, Hoehnea, 2009, 36(4), 551-595, doi: 10.1590/s2236-89062009000400002"	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Phlyctis	Phlyctis	75	150	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Phlyctis_argena.htm	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Platismatia	Platismatia	4	10	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Platismatia_glauca.htm	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Protoblastenia	Protoblastenia	8	17	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Protoblastenia_rupestris.htm	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Punctelia	Punctelia	NA	NA	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Punctelia_subrudecta.htm	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Pycnothelia	Pycnothelia	8	14	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Text_P/Pycnothelia_papillaria.htm	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	Scoliciosporum	Scoliciosporum	20	40	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Parasite	Resting stage	Saprotroph	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_S/Text_S/Scoliciosporum_umbrinum.htm	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lecanoromycetes	NA	Lecanoromycetes	NA	NA	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Osmotrophic or no ingestion	Mutualist non photosynthetic	Resting stage	Saprotroph	"Pino-Bodas R., Zhurbenko M., Stenroos S. : Phylogenetic placement within  Lecanoromycetes of lichenicolous fungi associated with  Cladonia  and some other genera, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2017, 39(1), 91-117, doi: 10.3767/persoonia.2017.39.05"	http://www.afl-lichenologie.fr	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Articulospora	Articulospora	10	50	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	NA	Saprotroph	"Seena S., Casotti C., Cornut J. : Inter- and intraspecific functional variability of aquatic fungal decomposers and freshwater ecosystem processes, Science of The Total Environment, 2020, 707, 135570, doi: 10.1016/j.scitotenv.2019.135570"	"Duarte S., Bärlocher F., Pascoal C., Cássio F. : Biogeography of aquatic hyphomycetes: Current knowledge and future perspectives, Fungal Ecology, 2016, 19, 169-181, doi: 10.1016/j.funeco.2015.06.002"	"Seena S., Marvanová L., Letourneau A., Bärlocher F. : Articulospora – Phylogeny vs morphology, Fungal Biology, 2018, 122(10), 965-976, doi: 10.1016/j.funbio.2018.06.001"	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Brachyalara	Brachyalara	25	32	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	NA	Saprotroph	"Réblová M., Gams W., Štěpánek V. : The new hyphomycete genera Brachyalara and Infundichalara, the similar Exochalara and species of ‘Phialophora sect. Catenulatae’ (Leotiomycetes), Fungal Diversity, 2011, 46(1), 67-86, doi: 10.1007/s13225-010-0077-6"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Erysiphe	Erysiphe	18	46	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"He Q., Li Q., Bai L., Man L., Zhao W., Luo X., Bao S. : Powdery Mildew Caused by Erysiphe sedi on Crassula capitella in China, Plant Disease, 2020, 104(12), 3250, doi: 10.1094/pdis-06-20-1334-pdn"	"Schmidt, A. & Braun, U. 2020: Asexual morphs of powdery mildew species (Erysiphaceae) – new and supplementary morphological descriptions and illustrations, Schlechtendalia, 2020, 37, 30-79"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Helotiales	16	23	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Williamson B., Tudzynski B., Tudzynski P., Van Kan J. : Botrytis cinerea: the cause of grey mould disease, Molecular Plant Pathology, 2007, 8(5), 561-580, doi: 10.1111/j.1364-3703.2007.00417.x"	http://www.ascofrance.fr/recolte/1857/leotiomycetes-helotiales-helotiaceae-heterosphaeria-patella	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Lachnum	Lachnum	8	25	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Hongsanan S., Hyde K., Bahkali A., Camporesi E., Chomnunti P., Ekanayaka H., Gomes A., Hofstetter V., Jones E., Pinho D., Pereira O., Tian Q., Wanasinghe D., Xu J., Buyck B. : Fungal Biodiversity Profiles 11–20, Cryptogamie, Mycologie, 2015, 36(3), 355-380, doi: 10.7872/crym/v36.iss3.2015.355"	"Ekanayaka A. : Preliminary classification of Leotiomycetes, Mycosphere, 2019, 10(1), 310-489, doi: 10.5943/mycosphere/10/1/7"	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes_X	Leotiomycetes	NA	NA	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	NA	Saprotroph	"Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x"	"Jones E. B. G. and Ka-Lai P. : Marine Fungi, and Fungal-like Organisms, Berlin, Boston: De Gruyter, 2012, doi: 10.1515/9783110264067"	"Ekanayaka A. : Preliminary classification of Leotiomycetes, Mycosphere, 2019, 10(1), 310-489, doi: 10.5943/mycosphere/10/1/7"	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Neobulgaria	Neobulgaria	5	6.5	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Johnston P., Park D., Manning M. : Neobulgaria alba sp. nov. and its Phialophora-like anamorph in native forests and kiwifruit orchards in New Zealand, Mycotaxon, 2010, 113(1), 385-396, doi: 10.5248/113.385"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Rhexocercosporidium	Rhexocercosporidium	6	9	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Ekanayaka A. : Preliminary classification of Leotiomycetes, Mycosphere, 2019, 10(1), 310-489, doi: 10.5943/mycosphere/10/1/7"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Sclerotinia	Sclerotinia	8	14	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Endophyte	Resting stage	Saprotroph	"Ekanayaka A. : Preliminary classification of Leotiomycetes, Mycosphere, 2019, 10(1), 310-489, doi: 10.5943/mycosphere/10/1/7"	http://www.ascofrance.com/forum/48416/sclerotinia-sclerotiorum-and-s-ficariae-after-the-second	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Tetracladium	Tetracladium	1	7	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	NA	Saprotroph	"Wang M., Jiang X., Wu W., Hao Y., Su Y., Cai L., Xiang M., Liu X. : Psychrophilic fungi from the world's roof, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2015, 34(1), 100-112, doi: 10.3767/003158515x685878"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Thelebolus	Thelebolus	20	40	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Piontelli L. E., Cruz C R., Toro .S.M. M. : COPROPHILOUS FUNGAL COMMUNITY OF WILD RABBIT IN A PARK OF A HOSPITAL (CHILE): A TAXONOMIC APPROACH, Boletín Micológico, 2006, 21, doi: 10.22370/bolmicol.2006.21.0.239"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Thelocarpon	Thelocarpon	2	5	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_T/Textes_T2/Thelocarpon_laureri.htm	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lichinomycetes	Digitothyrea	Digitothyrea	NA	NA	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Mutualist non photosynthetic	Resting stage	Saprotroph	http://www.afl-lichenologie.fr	NA	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Lichinomycetes	NA	Lichinomycetes	NA	NA	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	Mutualist non photosynthetic	Resting stage	Saprotroph	http://www.afl-lichenologie.fr	NA	NA	NA	No
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Orbiliomycetes	Dactylella	Dactylella	10	60	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Chen J., Xu L. L., Liu B., Liu  X. Z. : Taxonomy of Dactylella complex and Vermispora. II. The genus Dactylella, Fungal Diversity, 2007, 26, 85-126"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Orbiliomycetes	Orbiliomycetes_X	Orbiliomycetes	10	60	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Chen J., Xu L. L., Liu B., Liu  X. Z. : Taxonomy of Dactylella complex and Vermispora. II. The genus Dactylella, Fungal Diversity, 2007, 26, 85-126"	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes	Iodophanus	Iodophanus	19	25	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	http://www.ascofrance.com/forum/38481/iodophanus	NA	NA	NA	Yes
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes	Peziza	Peziza	22	28	Organic	Elongated	No spicule	Bilateral	Isopolar	Filamentous	Attached	No plast	Saprotrophic	No	Resting stage	Saprotroph	"Vizzini A., Lantieri A., Medardi G., Ercole E., Cacialli G.: Phylogeny and morphology of the Peziza ammophila complex (Pezizales, Ascomycota), with description of two new species and a new form, Mycological Progress, 2016, 15(8), 883-901, doi: 10.1007/s11557-016-1213-9"	NA	NA	NA	Yes
