Domain,Superphylum,Phylum,Class,Order,Family,Genus,Last,Size.min,Size.max,Cover,Shape,Spicule,Symmetry,Polarity,Colony,Motility,Chloroplast,Plast.origin,Ingestion.mode,Symbiontic,X,Resting.stage,Validation,Validation.I.O,Suspected.trophism,Source.1,Source.2,Source.3,Source.4,IN.OUT
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Amarenographium,Amarenographium,5,7.5,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,NA,1,1,OK,Saprotroph,https://doi.org/10.7872/crym.v33.iss3.2012.285,,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Aureobasidium,Aureobasidium,2,9,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Utilisé pour lutter contre la pourriture du pommier mais certaine souche ont pour effet la roussissure des fruit,1,1,OK,Saprotroph,https://doi.org/10.1007/s12223-017-0561-4,http://dx.doi.org/10.1007/s13225-014-0303-8,https://www.inspq.qc.ca/moisissures/fiches/aureobasidium-pullulans,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Biatriospora,Biatriospora,4.5,5,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie algue marine,1,1,OK,Saprotroph,https://dx.doi.org/10.1016%2Fj.jdcr.2016.03.015,,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Capnodiales,2,20,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante,1,1,OK,Saprotroph,https://dx.doi.org/10.1016%2Fj.simyco.2020.02.004,http://dx.doi.org/10.3114/sim.2009.64.02,https://doi.org/10.1016/j.simyco.2020.02.004,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Chaetodiplodia,Chaetodiplodia,5,10,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,NA,NA,1,OK,Saprotroph,"Jones, E. B. G. and Pang, K.-L.: Marine Fungi and Fungal-like Organisms, edited by E. B. G. Jones and K.-L. Pang., 2012.",https://doi.org/10.1007/s13225-016-0360-2,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Cladosporium,Cladosporium,9,14.5,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante,1,1,OK,Saprotroph,https://doi.org/10.1016/j.mycmed.2019.04.005,http://dx.doi.org/10.1007/s13225-014-0303-8,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Cochliobolus,Cochliobolus,40,80,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante,1,1,OK,Saprotroph,https://doi.org/10.1007/s11274-018-2569-6,https://doi.org/10.1007/s13225-011-0139-4,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Guignardia,Guignardia,6,15,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante,1,1,OK,Saprotroph,https://doi.org/10.2903/j.efsa.2018.5303,,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Kellermania,Kellermania,3,80,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante,1,1,OK,Saprotroph,http://dx.doi.org/10.7872/crym.v34.iss1.2013.45,http://dx.doi.org/10.3767/003158512X658766,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Leptosphaeria,Leptosphaeria,2,5,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Parasite humain et maladie plante,1,1,OK,Saprotroph,https://doi.org/10.3390/genes10040296,http://dx.doi.org/10.1080/03235408.2017.1339986,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Muyocopron,Muyocopron,7,26,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,NA,1,1,OK,Saprotroph,https://doi.org/10.3767/persoonia.2019.42.08,http://dx.doi.org/10.11646/phytotaxa.265.3.3,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerella,Mycosphaerella,3.5,350,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante,1,1,OK,Saprotroph,https://doi.org/10.1111/j.1364-3703.2010.00672.x,https://www.researchgate.net/deref/http%3A%2F%2Fedepot.wur.nl%2F38774,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,NA,Dothideomycetes,NA,NA,Organic,NA,0,NA,NA,Filamentous,NA,NA,NA,NA,NA,NA,NA,1,OK,Saprotroph,"Jones, E. B. G. and Pang, K.-L.: Marine Fungi and Fungal-like Organisms, edited by E. B. G. Jones and K.-L. Pang., 2012.",,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Paraconiothyrium,Paraconiothyrium,5,10,Organic,Round,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante,1,1,OK,Saprotroph,https://doi.org/10.1007/s00284-017-1387-7,http://dx.doi.org/10.3767/003158514X679191,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Phaeosphaeria,Phaeosphaeria,3.5,8,Organic,Round,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante,1,1,OK,Saprotroph,https://doi.org/10.1021/acs.jnatprod.0c00046,http://dx.doi.org/10.3767/003158514X679191,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Preussia,Preussia,12,160,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Vie dans les bouses animales,1,1,OK,Saprotroph,https://doi.org/10.1016/j.bioorg.2018.04.003,http://dx.doi.org/10.11646/phytotaxa.234.2.4,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudocercospora,Pseudocercospora,5,10,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante,1,1,OK,Saprotroph,https://doi.org/10.1111/ppa.13105,,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Slimacomyces,Slimacomyces,2,16,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Synonyme de Helicoma ; Maladie plante,1,1,OK,Saprotroph,"Jones, E. B. G. and Pang, K.-L.: Marine Fungi and Fungal-like Organisms, edited by E. B. G. Jones and K.-L. Pang., 2012.","Zhao, Liu, Wu, Gz, Xz and Wp. “Helicosporous hyphomycetes from china.” (2007).",,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Undaria,Undaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,Error
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Aspergillus,Aspergillus,3,9,Organic,Round,0,Spherical,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,NA,1,1,OK,Saprotroph,"Diba, K., Rezaie, S. and Mahmoudi, M.: Identification of Aspergillus Species Using Morphological Characteristics, Public Health, 23(6), 867_872, 2007.","Klich, M. a. and Pitt, J. I.: Differentiation of Aspergillus flavus from A. parasiticus and other closely related species, Trans. Br. Mycol. Soc., 91(1), 99_108, doi:10.1016/S0007-1536(88)80010-X, 1988.",,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Chaetothyriales,9,37,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,NA,1,1,OK,Saprotroph,https://doi.org/10.1016/j.funbio.2015.08.005,https://doi.org/10.1016/j.funbio.2011.06.007,https://dx.doi.org/10.1016%2Fj.simyco.2017.01.001,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Coniosporium,Coniosporium,3,5,Organic,Round,0,Spherical,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,NA,1,1,OK,Saprotroph,https://doi.org/10.3114/sim.2008.61.13,https://doi.org/10.1023/a:1000570429688,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Cyphellophora,Cyphellophora,10,45,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante,1,1,OK,Saprotroph,https://doi.org/10.1155/2020/5861258,https://dx.doi.org/10.1371%2Fjournal.pone.0136857,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Exophiala,Exophiala,3,10,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Parasite,Mycose animal,1,1,OK,Saprotroph,https://doi.org/10.1080/21505594.2019.1596504,https://doi.org/10.1007/s10482-006-9080-z,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Knufia,Knufia,3,14,Organic,Round,0,Spherical,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Se trouve sur des branches mortes,1,1,OK,Saprotroph,https://doi.org/10.1016/j.cmi.2018.08.006,http://dx.doi.org/10.1127/nova_hedwigia/2017/0450,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,NA,Eurotiomycetes,NA,NA,Organic,NA,0,NA,NA,Filamentous,NA,0,None,NA,NA,NA,1,1,OK,Saprotroph,"Jones, E. B. G. and Pang, K.-L.: Marine Fungi and Fungal-like Organisms, edited by E. B. G. Jones and K.-L. Pang., 2012.",,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Penicillium,Penicillium,2,10,Organic,Round,0,Spherical,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,NA,1,1,OK,Saprotroph,https://doi.org/10.1074/mcp.ra119.001831,https://dx.doi.org/10.1038%2Fs41598-019-49966-5,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarospora,Acarospora,2,5,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,https://doi.org/10.1186/1999-3110-55-23,https://doi.org/10.3767/persoonia.2017.39.05,https://doi.org/10.13158/heia.31.1.2018.510,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Amandinea,Amandinea,12,15,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,"Lichen, parfois parasite",1,1,OK,Saprotroph,https://doi.org/10.2307/3244044,https://doi.org/10.3767/persoonia.2017.39.05,"Sussey, J.-M. (2010). Les fiches du débutant (12e série), 35, 27.",https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_A/Amandinea_punctata.htm,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Candelariella,Candelariella,5,17,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,https://doi.org/10.1080/12298093.2019.1583785,https://doi.org/10.3767/persoonia.2017.39.05,https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_C/Textes_C2/Candelariella_reflexa.htm,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Hypogymnia,Hypogymnia,6,9,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,https://doi.org/10.3389/fmicb.2016.01231,https://doi.org/10.3767/persoonia.2017.39.05,https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_H/Hypogymnia_physodes.htm,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,NA,Lecanoromycetes,NA,NA,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,https://doi.org/10.3767/persoonia.2017.39.05,http://www.afl-lichenologie.fr,,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Ochrolechia,Ochrolechia,45,65,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,https://doi.org/10.3767/persoonia.2017.39.05,https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_O/Ochrolechia_parella.htm,,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Parmotrema,Parmotrema,13,15,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,https://doi.org/10.3767/persoonia.2017.39.05,http://dx.doi.org/10.1590/S2236-89062009000400002,,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Phlyctis,Phlyctis,75,150,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,https://doi.org/10.3767/persoonia.2017.39.05,https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Phlyctis_argena.htm,,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Platismatia,Platismatia,4,10,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,https://doi.org/10.3767/persoonia.2017.39.05,https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Platismatia_glauca.htm,,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Protoblastenia,Protoblastenia,8,17,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,https://doi.org/10.3767/persoonia.2017.39.05,https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Protoblastenia_rupestris.htm,,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Punctelia,Punctelia,NA,NA,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,https://doi.org/10.3767/persoonia.2017.39.05,https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Punctelia_subrudecta.htm,,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Pycnothelia,Pycnothelia,8,14,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,https://doi.org/10.3767/persoonia.2017.39.05,https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Text_P/Pycnothelia_papillaria.htm,,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Scoliciosporum,Scoliciosporum,20,40,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Osmotrophic,Parasite,Parasite de Lichen,1,1,OK,Saprotroph,https://doi.org/10.3767/persoonia.2017.39.05,https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_S/Text_S/Scoliciosporum_umbrinum.htm,,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Articulospora,Articulospora,10,50,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Décomposeur lacustre,NA,1,OK,Saprotroph,https://doi.org/10.1016/j.scitotenv.2019.135570,http://dx.doi.org/10.1016/j.funeco.2015.06.002,https://doi.org/10.1016/j.funbio.2018.06.001,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Brachyalara,Brachyalara,25,32,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Décomposeur lacustre,NA,1,OK,Saprotroph,http://dx.doi.org/10.1007/s13225-010-0077-6,,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Erysiphe,Erysiphe,18,46,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante,1,1,OK,Saprotroph,https://doi.org/10.1094/pdis-06-20-1334-pdn,"Braun, U. (s. d.). Schlechtendalia 37 (2020), 51.",,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiales,16,23,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Champignon …,1,1,OK,Saprotroph,https://doi.org/10.1111/j.1364-3703.2007.00417.x,http://www.ascofrance.fr/recolte/1857/leotiomycetes-helotiales-helotiaceae-heterosphaeria-patella,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Lachnum,Lachnum,8,25,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Champignon …,1,1,OK,Saprotroph,https://doi.org/10.7872/crym/v36.iss3.2015.355,http://dx.doi.org/10.5943/mycosphere/10/1/7,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetes_X,Leotiomycetes,NA,NA,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Champignon …,NA,1,OK,Saprotroph,"Adl, S. M., Simpson, A. G. B., Lane, C. E., Lukes, J., Bass, D., Bowser, S. S., Brown, M. W., Burki, F., Dunthorn, M., Hampl, V., Heiss, A., Hoppenrath, M., Lara, E., Gall, L. Le, Lynn, D. H., McManus, H., Mitchell, E. A. D., Mozley-Stanridge, S. E., Parfrey, L. W., Pawlowski, J., Rueckert, S., Shadwick, L., Schoch, C. L., Smirnov, A. and Spiegel, F. W.: The revised classification of eukaryotes, J. Eukaryot. Microbiol., 59(5), 429_493, doi:10.1111/j.1550-7408.2012.00644.x, 2012.","Jones, E. B. G. and Pang, K.-L.: Marine Fungi and Fungal-like Organisms, edited by E. B. G. Jones and K.-L. Pang., 2012.",http://dx.doi.org/10.5943/mycosphere/10/1/7,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,NA,Leotiomycetes,NA,NA,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Champignon …,NA,1,OK,Saprotroph,"Adl, S. M., Simpson, A. G. B., Lane, C. E., Lukes, J., Bass, D., Bowser, S. S., Brown, M. W., Burki, F., Dunthorn, M., Hampl, V., Heiss, A., Hoppenrath, M., Lara, E., Gall, L. Le, Lynn, D. H., McManus, H., Mitchell, E. A. D., Mozley-Stanridge, S. E., Parfrey, L. W., Pawlowski, J., Rueckert, S., Shadwick, L., Schoch, C. L., Smirnov, A. and Spiegel, F. W.: The revised classification of eukaryotes, J. Eukaryot. Microbiol., 59(5), 429_493, doi:10.1111/j.1550-7408.2012.00644.x, 2012.","Jones, E. B. G. and Pang, K.-L.: Marine Fungi and Fungal-like Organisms, edited by E. B. G. Jones and K.-L. Pang., 2012.",http://dx.doi.org/10.5943/mycosphere/10/1/7,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Neobulgaria,Neobulgaria,5,6.5,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Champignon …,1,1,OK,Saprotroph,https://doi.org/10.5248/113.385,,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Rhexocercosporidium,Rhexocercosporidium,6,9,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante,1,1,OK,Saprotroph,http://dx.doi.org/10.5943/mycosphere/10/1/7,,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotinia,Sclerotinia,8,14,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,Endophyte,Maladie plante / parfois endoparasite de nématode,1,1,OK,Saprotroph,http://dx.doi.org/10.5943/mycosphere/10/1/7,http://www.ascofrance.com/forum/48416/sclerotinia-sclerotiorum-and-s-ficariae-after-the-second,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Tetracladium,Tetracladium,1,7,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Décomposeur,NA,1,OK,Saprotroph,http://dx.doi.org/10.3767/003158515X685878,,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Thelebolus,Thelebolus,20,40,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Décomposeur,1,1,OK,Saprotroph,http://dx.doi.org/10.22370/bolmicol.2006.21.0.239,,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Thelocarpon,Thelocarpon,2,5,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Décomposeur,1,1,OK,Saprotroph,https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_T/Textes_T2/Thelocarpon_laureri.htm,,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lichinomycetes,Digitothyrea,Digitothyrea,NA,NA,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,http://www.afl-lichenologie.fr,,,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lichinomycetes,NA,Lichinomycetes,NA,NA,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,MutualistNonPhotosynthetic,Lichen,1,1,OK,Saprotroph,http://www.afl-lichenologie.fr,,,,No
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA,Pezizomycotina,NA,NA,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,NA,NA,1,OK,Saprotroph,"Adl, S. M., Simpson, A. G. B., Lane, C. E., Lukes, J., Bass, D., Bowser, S. S., Brown, M. W., Burki, F., Dunthorn, M., Hampl, V., Heiss, A., Hoppenrath, M., Lara, E., Gall, L. Le, Lynn, D. H., McManus, H., Mitchell, E. A. D., Mozley-Stanridge, S. E., Parfrey, L. W., Pawlowski, J., Rueckert, S., Shadwick, L., Schoch, C. L., Smirnov, A. and Spiegel, F. W.: The revised classification of eukaryotes, J. Eukaryot. Microbiol., 59(5), 429_493, doi:10.1111/j.1550-7408.2012.00644.x, 2012.",,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Orbiliomycetes,Dactylella,Dactylella,10,60,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Pousse sur MO morte,1,1,OK,Saprotroph,"Chen, J., Xu, L.-L., Liu, B. et Liu, X.-Z. (s. d.). Taxonomy of Dactylella complex and Vermispora. II. The genus Dactylella. Fungal Diversity, 43.",,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Orbiliomycetes,NA,Orbiliomycetes,10,60,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Pousse sur MO morte,1,1,OK,Saprotroph,"Chen, J., Xu, L.-L., Liu, B. et Liu, X.-Z. (s. d.). Taxonomy of Dactylella complex and Vermispora. II. The genus Dactylella. Fungal Diversity, 43.",,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Orbiliomycetes,Orbiliomycetes_X,Orbiliomycetes,10,60,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Pousse sur MO morte,1,1,OK,Saprotroph,"Chen, J., Xu, L.-L., Liu, B. et Liu, X.-Z. (s. d.). Taxonomy of Dactylella complex and Vermispora. II. The genus Dactylella. Fungal Diversity, 43.",,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Iodophanus,Iodophanus,19,25,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Champignon …,1,1,OK,Saprotroph,http://www.ascofrance.com/forum/38481/iodophanus,,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,NA,Pezizomycetes,NA,NA,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,NA,NA,1,OK,Saprotroph,"Adl, S. M., Simpson, A. G. B., Lane, C. E., Lukes, J., Bass, D., Bowser, S. S., Brown, M. W., Burki, F., Dunthorn, M., Hampl, V., Heiss, A., Hoppenrath, M., Lara, E., Gall, L. Le, Lynn, D. H., McManus, H., Mitchell, E. A. D., Mozley-Stanridge, S. E., Parfrey, L. W., Pawlowski, J., Rueckert, S., Shadwick, L., Schoch, C. L., Smirnov, A. and Spiegel, F. W.: The revised classification of eukaryotes, J. Eukaryot. Microbiol., 59(5), 429_493, doi:10.1111/j.1550-7408.2012.00644.x, 2012.",,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Peziza,Peziza,22,28,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Champignon …,1,1,OK,Saprotroph,http://dx.doi.org/10.1007/s11557-016-1213-9,,,,Yes
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycotina_X,Alatospora,Alatospora,10,25,Organic,Elongated,0,Bilateral,Isopolar,Filamentous,Attached,0,None,Saprotrophic,No,Décomposeur lacustre,NA,1,OK,Saprotroph,http://dx.doi.org/10.1016/j.funeco.2015.06.002,,,,Yes
